participant_number,response_id,date_and_time,response__uuid,age_range,rounded_age,gender,lan_spoken,scenario,counterbalance,made_question_order,question_type,full_response,response,notes
93,112353,12/7/22 20:43,a93508cb-cd5c-4384-870c-e3b5c622e361,2556-3652,3510,female,en,mirror_crack,Sophia,second,made,"""Sophia.""",Sophia,
94,112465,12/8/22 18:01,dec274bf-6f84-4939-85de-005713b97bdd,2556-3652,3630,male,en tl,fence_break,Suzy,first,made,"""Andy.""",Andy,
94,112465,12/8/22 18:01,dec274bf-6f84-4939-85de-005713b97bdd,2556-3652,3630,male,en tl,fence_break,Suzy,first,break,"""Andy.""",Andy,
94,112465,12/8/22 18:01,dec274bf-6f84-4939-85de-005713b97bdd,2556-3652,3630,male,en tl,mirror_crack,Bobby,second,crack,"""Sophia.""",Sophia,
94,112465,12/8/22 18:01,dec274bf-6f84-4939-85de-005713b97bdd,2556-3652,3630,male,en tl,mirror_crack,Bobby,second,made,"Bobby.""",Bobby,
95,112466,12/8/22 18:10,febb1d6c-a819-4885-b7c2-63f3d9010aab,2556-3652,3270,male,en,fence_break,Andy,second,break,"""Suzy.""",Suzy,
95,112466,12/9/22 18:10,febb1d6c-a819-4885-b7c2-63f3d9010aab,2556-3652,3270,male,en,fence_break,Andy,second,made,"""Andy.""",Andy,
95,112466,12/10/22 18:10,febb1d6c-a819-4885-b7c2-63f3d9010aab,2556-3652,3270,male,en,mirror_crack,Sophia,second,crack,"""Bobby.""",Bobby,
95,112466,12/11/22 18:10,febb1d6c-a819-4885-b7c2-63f3d9010aab,2556-3652,3270,male,en,mirror_crack,Sophia,second,made,"""Sophia.""",Sophia,
96,112500,12/8/22 21:40,8762d27a-d546-48c6-8672-ce2615246422,2556-3652,3150,female,,mirror_crack,Bobby,second,crack,"""Sophia.""",Sophia,
96,112500,12/8/22 21:40,8762d27a-d546-48c6-8672-ce2615246422,2556-3652,3150,female,,mirror_crack,Bobby,second,made,"""Sophia.""",Sophia,
96,112500,12/8/22 21:40,8762d27a-d546-48c6-8672-ce2615246422,2556-3652,3150,female,,fence_break,Suzy,first,made,"""Andy.""",Andy,
96,112500,12/8/22 21:40,8762d27a-d546-48c6-8672-ce2615246422,2556-3652,3150,female,,fence_break,Suzy,first,break,"""Andy.""",Andy,
97,112594,12/9/22 14:26,2b8bf106-caa0-4e8d-97e0-a21371f9398c,2556-3652,3510,male,,fence_break,Bobby,first,made,"""Andy.""",Andy,
97,112594,12/9/22 14:26,2b8bf106-caa0-4e8d-97e0-a21371f9398c,2556-3652,3510,male,,fence_break,Bobby,first,break,"""Suzy.""",Suzy,
97,112594,12/9/22 14:26,2b8bf106-caa0-4e8d-97e0-a21371f9398c,2556-3652,3510,male,,mirror_crack,Sophia,first,made,Sophia.,Sophia,
97,112594,12/9/22 14:26,2b8bf106-caa0-4e8d-97e0-a21371f9398c,2556-3652,3510,male,,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
98,112662,12/9/22 19:32,4a5aa8ec-a64c-4312-91ab-21cf41e7be8d,2556-3652,3510,female,en,mirror_crack,Sophia,second,crack,"""Bobby.""",Bobby,
98,112662,12/9/22 19:32,4a5aa8ec-a64c-4312-91ab-21cf41e7be8d,2556-3652,3510,female,en,mirror_crack,Sophia,second,made,"""Bobby.""",Bobby,"responded in a hesitant, question-like form"
98,112662,12/9/22 19:32,4a5aa8ec-a64c-4312-91ab-21cf41e7be8d,2556-3652,3510,female,en,fence_break,Andy,second,break,"""Andy.""",Andy,"responded in a hesitant, question-like form"
98,112662,12/9/22 19:32,4a5aa8ec-a64c-4312-91ab-21cf41e7be8d,2556-3652,3510,female,en,fence_break,Andy,second,made,"""Andy.""",Andy,"responded in a hesitant, question-like form"
99,112723,12/10/22 13:54,8425ecbe-7f9e-4f9e-8dfc-a8ee23415c1c,2556-3652,2610,male,en egy fr,fence_break,Andy,first,made,It was the boy's fault because he was running too fast and he hit the girl and the girl fell on the gate.,Andy,
99,112723,12/10/22 13:54,8425ecbe-7f9e-4f9e-8dfc-a8ee23415c1c,2556-3652,2610,male,en egy fr,fence_break,Andy,first,break,It was the boy because he ran to the girl with his bike then the girl fall down and broke the fence. ,Andy,
99,112723,12/10/22 13:54,8425ecbe-7f9e-4f9e-8dfc-a8ee23415c1c,2556-3652,2610,male,en egy fr,mirror_crack,Sophia,first,made,It was the girl's fault because she want to scare the boy and then he fell down on the mirror. ,Sophia,
99,112723,12/10/22 13:54,8425ecbe-7f9e-4f9e-8dfc-a8ee23415c1c,2556-3652,2610,male,en egy fr,mirror_crack,Sophia,first,crack,"It was the girl's fault because she want to scare the boy and then he fell on the mirror, it was the girl's fault. ",Sophia,
100,112772,12/11/22 9:10,556ac2b0-b7dc-416f-b3f2-2817c7ff1f86,2556-3652,2670,female,en,mirror_crack,Bobby,second,crack,"""Sophia.""",Sophia,
100,112772,12/11/22 9:10,556ac2b0-b7dc-416f-b3f2-2817c7ff1f86,2556-3652,2670,female,en,mirror_crack,Bobby,second,made,"""Bobby.""",Bobby,
100,112772,12/11/22 9:10,556ac2b0-b7dc-416f-b3f2-2817c7ff1f86,2556-3652,2670,female,en,fence_break,Suzy,second,break,"""Andy.""",Andy,
100,112772,12/11/22 9:10,556ac2b0-b7dc-416f-b3f2-2817c7ff1f86,2556-3652,2670,female,en,fence_break,Suzy,second,made,"""Suzy.""",Suzy,
101,112803,12/11/22 13:07,4e629719-d484-425f-afab-f8ecf251b7a7,2556-3652,3030,female,,mirror_crack,Sophia,first,made,"""Bobby.""",Bobby,
101,112803,12/11/22 13:07,4e629719-d484-425f-afab-f8ecf251b7a7,2556-3652,3030,female,,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
101,112803,12/11/22 13:07,4e629719-d484-425f-afab-f8ecf251b7a7,2556-3652,3030,female,,fence_break,Andy,first,made,"""Suzy.""",Suzy,
101,112803,12/11/22 13:07,4e629719-d484-425f-afab-f8ecf251b7a7,2556-3652,3030,female,,fence_break,Andy,first,break,"""Suzy.""",Suzy,
102,112894,12/12/22 8:51,64011b0f-6266-4288-95ff-a05d87e5e2ba,2556-3652,3270,male,,mirror_crack,Sophia ,second,crack,"""it's Sophia's fault but Bobby cracked it. Bobby""",Bobby,parent repeated question
102,112894,12/12/22 8:51,64011b0f-6266-4288-95ff-a05d87e5e2ba,2556-3652,3270,male,,mirror_crack,Sophia ,second,made,"""Sophia.""",Sophia,
102,112894,12/12/22 8:51,64011b0f-6266-4288-95ff-a05d87e5e2ba,2556-3652,3270,male,,fence_break,Andy,second,break,"""Suzy?""",Suzy,parent asked Andy or Suzy
102,112894,12/12/22 8:51,64011b0f-6266-4288-95ff-a05d87e5e2ba,2556-3652,3270,male,,fence_break,Andy,second,made,"""Andy.""",Andy,
103,112991,12/12/22 18:12,11d83eea-e8d4-4c0a-8b2d-7d0eb6c0dee3,2556-3653,2970,male,en,fence_break,Andy,first,made,"""Andy.""",Andy,
103,112991,12/12/22 18:12,11d83eea-e8d4-4c0a-8b2d-7d0eb6c0dee3,2556-3654,2970,male,en,fence_break,Andy,first,break,"""Suzy.""",Suzy,
103,112991,12/12/22 18:12,11d83eea-e8d4-4c0a-8b2d-7d0eb6c0dee3,2556-3655,2970,male,en,mirror_crack,Sophia ,second,crack,"""Bobby.""",Bobby,
103,112991,12/12/22 18:12,11d83eea-e8d4-4c0a-8b2d-7d0eb6c0dee3,2556-3656,2970,male,en,mirror_crack,Sophia ,second,made,"""Sophia.""",Sophia,
104,112993,12/12/22 18:22,4527436b-25fe-4a3a-981a-f5b647b58354,2556-3652,3630,female,en egy,mirror_crack,Sophia ,second,crack,"""Bobby cracked the mirror.""",Bobby,
104,112993,12/12/22 18:22,4527436b-25fe-4a3a-981a-f5b647b58354,2556-3652,3630,female,en egy,mirror_crack,Sophia ,second,made,Sophia made the mirror crack because she tried to scare Bobby. If she didn't scare Bobby then the mirror wouldn't have cracked so I think Sophia cracked the mirror.,Sophia,
104,112993,12/12/22 18:22,4527436b-25fe-4a3a-981a-f5b647b58354,2556-3652,3630,female,en egy,fence_break,Andy,second,break,"""Suzy broke the fence.""",Suzy,
104,112993,12/12/22 18:22,4527436b-25fe-4a3a-981a-f5b647b58354,2556-3652,3630,female,en egy,fence_break,Andy,second,made,Andy made the fence break as he was going too fast on his bike. If he didn't go too fast he wouldn't have crushed into the fence and broke it. So next time he needs to probably go slow so that he can use his brake to stop and no one would fall and get hurt. So again Andy was the one who broke the fence. ,Andy,
105,113060,12/13/22 10:00,4b650d41-00b5-445c-b31f-ac5937b1207d,2556-3652,3420,male,en,fence_break,Andy,second,break,"""Suzy.""",Suzy,
105,113060,12/13/22 10:00,4b650d41-00b5-445c-b31f-ac5937b1207d,2556-3652,3420,male,en,fence_break,Andy,second,made,"""Suzy.""",Suzy,
105,113060,12/13/22 10:00,4b650d41-00b5-445c-b31f-ac5937b1207d,2556-3652,3420,male,en,mirror_crack,Sophia,first,made,"""Bobby.""",Bobby,
105,113060,12/13/22 10:00,4b650d41-00b5-445c-b31f-ac5937b1207d,2556-3652,3420,male,en,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
106,113154,12/13/22 17:04,edc7ee37-3c31-4e3b-8578-0c19699e79c5,2556-3652,2670,male,en ml,fence_break,Andy,second,break,"""Suzy.""",Suzy,
106,113154,12/13/22 17:04,edc7ee37-3c31-4e3b-8578-0c19699e79c5,2556-3652,2670,male,en ml,fence_break,Andy,second,made,"""I think Suzy made it break.""",Suzy,
106,113154,12/13/22 17:04,edc7ee37-3c31-4e3b-8578-0c19699e79c5,2556-3652,2670,male,en ml,mirror_crack,Sophia,second,crack,"""I think Bobby cracked the mirror.""",Bobby,
106,113154,12/13/22 17:04,edc7ee37-3c31-4e3b-8578-0c19699e79c5,2556-3652,2670,male,en ml,mirror_crack,Sophia,second,made,"""I think Bobby made the mirror crack.""",Bobby,
107,113223,12/14/22 10:48,82fd4cd3-e8bc-47f4-9844-6f3a1cbf61ae,2556-3652,2760,male,en ml,mirror_crack,Bobby,second,crack,"""Sophia.""",Sophia,
107,113223,12/14/22 10:48,82fd4cd3-e8bc-47f4-9844-6f3a1cbf61ae,2556-3652,2760,male, en ml,mirror_crack,Bobby,second,made,"""Bobby.""",Bobby,
107,113223,12/14/22 10:48,82fd4cd3-e8bc-47f4-9844-6f3a1cbf61ae,2556-3652,2760,male,en ml,fence_break,Suzy,second,break,"""Andy.""",Andy,
107,113223,12/14/22 10:48,82fd4cd3-e8bc-47f4-9844-6f3a1cbf61ae,2556-3652,2760,male,en ml,fence_break,Suzy,second,made,"""Suzy.""",Suzy,
108,113234,12/14/22 12:34,80df911c-0136-488f-ab56-ff057b5b9803,2556-3652,3390,male,en,mirror_crack,Sophia,first,made,"""Sophia.""",Sophia,
108,113234,12/14/22 12:34,80df911c-0136-488f-ab56-ff057b5b9803,2556-3652,3390,male,en,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
108,113234,12/14/22 12:34,80df911c-0136-488f-ab56-ff057b5b9803,2556-3652,3390,male,en,fence_break,Andy,first,made,"""Suzy.""",Suzy,
108,113234,12/14/22 12:34,80df911c-0136-488f-ab56-ff057b5b9803,2556-3652,3390,male,en,fence_break,Andy,first,break,"""Suzy.""",Suzy,
109,113292,12/14/22 16:09,472fab66-157e-4bf1-996d-6713c6495f32,2556-3652,2940,female,en fr,fence_break,Andy,first,made,"""Suzy.""",Suzy,
109,113292,12/14/22 16:09,472fab66-157e-4bf1-996d-6713c6495f32,2556-3652,2940,female,en fr,fence_break,Andy,first,break,"""Andy.""",Andy,
109,113292,12/14/22 16:09,472fab66-157e-4bf1-996d-6713c6495f32,2556-3652,2940,female,en fr,mirror_crack,Sophia,second,crack,"""Bobby.""",Bobby,
109,113292,12/14/22 16:09,472fab66-157e-4bf1-996d-6713c6495f32,2556-3652,2940,female,en fr,mirror_crack,Sophia,second,made,"""Sophia.""",Sophia,
110,113309,12/14/22 17:35,ee094580-4d4b-4ab8-85ee-825d6c146b73,2556-3652,2940,female,en,mirror_crack,Sophia,first,made,"""Bobby.""",Bobby,
110,113309,12/14/22 17:35,ee094580-4d4b-4ab8-85ee-825d6c146b73,2556-3652,2940,female,en,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
110,113309,12/14/22 17:35,ee094580-4d4b-4ab8-85ee-825d6c146b73,2556-3652,2940,female,en,fence_break,Andy,second,break,"""Suzy.""",Suzy,
110,113309,12/14/22 17:35,ee094580-4d4b-4ab8-85ee-825d6c146b73,2556-3652,2940,female,en,fence_break,Andy,second,made,"""Andy.""",Andy,
111,113324,12/14/22 19:40,ef236f8e-778e-4ef1-b56e-173e32960696,2556-3652,3090,male,en,fence_break,Andy,second,break,"""Suzy.""",Suzy,
111,113324,12/14/22 19:40,ef236f8e-778e-4ef1-b56e-173e32960696,2556-3652,3090,male,en,fence_break,Andy,second,made,"""Andy.""",Andy,
111,113324,12/14/22 19:40,ef236f8e-778e-4ef1-b56e-173e32960696,2556-3652,3090,male,en,mirror_crack,Sophia,first,made,"""Bobby.""",Bobby,
111,113324,12/14/22 19:40,ef236f8e-778e-4ef1-b56e-173e32960696,2556-3652,3090,male,en,mirror_crack,Sophia,first,crack,"""Sophia.""",Sophia,
112,113654,12/15/22 17:02,ed1cbc0c-a671-444d-9758-868951041213,2556-3652,3090,male,en,fence_break,Suzy,first,made,"""Suzy.""",Suzy,
112,113654,12/15/22 17:02,ed1cbc0c-a671-444d-9758-868951041213,2556-3652,3090,male,en,fence_break,Suzy,first,break,"""Andy.""",Andy,
112,113654,12/15/22 17:02,ed1cbc0c-a671-444d-9758-868951041213,2556-3652,3090,male,en,mirror_crack,Bobby,first,made,"""Bobby.""",Bobby,
112,113654,12/15/22 17:02,ed1cbc0c-a671-444d-9758-868951041213,2556-3652,3090,male,en,mirror_crack,Bobby,first,crack,"""Sophia.""",Sophia,
113,113671,12/15/22 19:55,c5a0c41e-aad6-4f52-8822-2b521c056948,2556-3652,3330,female,en so,mirror_crack,Sophia,second,crack,"""Bobby.""",Bobby,
113,113671,12/15/22 19:55,c5a0c41e-aad6-4f52-8822-2b521c056948,2556-3652,3330,female,en so,mirror_crack,Sophia,second,made,"""Sophia.""",Sophia,
113,113671,12/15/22 19:55,c5a0c41e-aad6-4f52-8822-2b521c056948,2556-3652,3330,female,en so,fence_break,Andy,first,made,"""Andy.""",Andy,
113,113671,12/15/22 19:55,c5a0c41e-aad6-4f52-8822-2b521c056948,2556-3652,3330,female,en so,fence_break,Andy,first,break,"""Suzy.""",Suzy,
114,113894,12/17/22 10:12,6780d725-8612-4731-a76d-e326d1b27674,2556-3652,2850,male,en,mirror_crack,Sophia,first,made,"""Bobby.""",Bobby,parent asked if it was Bobby or Sophia
114,113894,12/17/22 10:12,6780d725-8612-4731-a76d-e326d1b27674,2556-3652,2850,male,en,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
114,113894,12/17/22 10:12,6780d725-8612-4731-a76d-e326d1b27674,2556-3652,2850,male,en,fence_break,Andy,second,break,"""Suzy.""",Suzy,
114,113894,12/17/22 10:12,6780d725-8612-4731-a76d-e326d1b27674,2556-3652,2850,male,en,fence_break,Andy,second,made,"""Suzy.""",Suzy,
115,113930,12/17/22 16:28,ace66cef-65ad-4953-b7b7-047962767c49,2556-3652,3390,male,en egy uk,fence_break,Andy,first,made,"Honestly it was both of them. But it was mainly, honestly it's like a minute less, it was in th middle because like Andy pushed Suzy so like it looked like Suzy broke it. You could say it's Suzy I guess.",Suzy,
115,113930,12/17/22 16:28,ace66cef-65ad-4953-b7b7-047962767c49,2556-3652,3390,male,en egy uk,fence_break,Andy,first,break,"Andy, okay? No, not Andy, Suzy.",Suzy,
115,113930,12/17/22 16:28,ace66cef-65ad-4953-b7b7-047962767c49,2556-3652,3390,male,en egy uk,mirror_crack,Sophia,first, made,"""Bobby.""",Bobby,
115,113930,12/17/22 16:28,ace66cef-65ad-4953-b7b7-047962767c49,2556-3652,3390,male,en egy uk,mirror_crack,Sopha,first,crack,"""Bobby.""",Bobby,
116,113985,12/18/22 15:32,965b5b86-efc0-497b-96c1-049f626887de,2556-3652,3180,male,en fr nan,fence_break,Andy,second,break,"""Suzy.""",Suzy,
116,113985,12/18/22 15:32,965b5b86-efc0-497b-96c1-049f626887de,2556-3652,3180,male,en fr nan,fence_break,Andy,second,made,"""Andy.""",Andy,
116,113985,12/18/22 15:32,965b5b86-efc0-497b-96c1-049f626887de,2556-3652,3180,male,en fr nan,mirror_crack,Sophia,second,crack,"""Bobby.""",Bobby,
116,113985,12/18/22 15:32,965b5b86-efc0-497b-96c1-049f626887de,2556-3652,3180,male,en fr nan,mirror_crack,Sophia,second,made,"""Sophia.""",Sophia,
117,114079,12/19/22 15:18,cace4bf0-5f64-4ea4-b6a0-11b9d4d99fcb,2556-3652,3090,male,en ur,mirror_crack,Sophia,first,made,"""Sophia, Sophia basically scared him so he jumped back so it's not his fault he went back.""",Sophia,
117,114079,12/19/22 15:18,cace4bf0-5f64-4ea4-b6a0-11b9d4d99fcb,2556-3652,3090,male,en ur,mirror_crack,Sophia,first,crack,"""Sophia.""",Sophia,parent told child to say the name
117,114079,12/19/22 15:18,cace4bf0-5f64-4ea4-b6a0-11b9d4d99fcb,2556-3652,3090,male,en ur,fence_break,Andy,first,made,"""Andy.""",Andy,
117,114079,12/19/22 15:18,cace4bf0-5f64-4ea4-b6a0-11b9d4d99fcb,2556-3652,3090,male,en ur,fence_break,Andy,first,break,"""Suzy?""",Suzy,child responded slightly like a question
118,114091,12/19/22 17:08,c760f6f6-c997-4d2f-8b1a-31818484b370,2556-3652,3480,male,en fr,mirror_crack,Bobby,first,made,"""Bobby.""",Bobby,
118,114091,12/19/22 17:08,c760f6f6-c997-4d2f-8b1a-31818484b370,2556-3652,3480,male,en fr,mirror_crack,Bobby,first,crack,"""Sophia.""",Sophia,
118,114091,12/19/22 17:08,c760f6f6-c997-4d2f-8b1a-31818484b370,2556-3652,3480,male,en fr,fence_break,Suzy,first,made,"""Suzy.""",Suzy,
118,114091,12/19/22 17:08,c760f6f6-c997-4d2f-8b1a-31818484b370,2556-3652,3480,male,en fr,fence_break,Suzy,first,break,"""Andy.""",Andy,
119,114199,12/20/22 14:37,e1d67925-6236-4b49-813e-b1f8058dc909,2556-3652,3450,female,en,fence_break,Suzy,first,made,"""Andy.""",Andy,
119,114199,12/20/22 14:37,e1d67925-6236-4b49-813e-b1f8058dc909,2556-3652,3450,female,en,fence_break,Suzy,first,break,"""Andy.""",Andy,
119,114199,12/20/22 14:37,e1d67925-6236-4b49-813e-b1f8058dc909,2556-3652,3450,female,en,mirror_crack,Bobby,first,made,"""Sophia.""",Sophia,
119,114199,12/20/22 14:37,e1d67925-6236-4b49-813e-b1f8058dc909,2556-3652,3450,female,en,mirror_crack,Bobby,first,crack,"""Sophia.""",Sophia,
120,114225,12/20/22 16:42,ac653829-e1c4-4c63-90ee-df71c4205f7a,2556-3652,3210,male,en so,fence_break,Andy,second,break,"""Andy.""",Andy,
120,114225,12/20/22 16:42,ac653829-e1c4-4c63-90ee-df71c4205f7a,2556-3652,3210,male,en so,fence_break,Andy,second,made,"""Suzy.""",Suzy,
120,114225,12/20/22 16:42,ac653829-e1c4-4c63-90ee-df71c4205f7a,2556-3652,3210,male,en so,mirror_crack,Sophia,first,made,"""Bobby."" * goes to next question then this same question repeats* ""Sophia""",Sophia,
120,114225,12/20/22 16:42,ac653829-e1c4-4c63-90ee-df71c4205f7a,2556-3652,3210,male,en so,mirror_crack,Sophia,first,crack,"""Bobby.""  ""Bobby.""",Bobby,
121,114252,12/21/22 7:43,f9846674-7f51-4f0b-96f1-711c79ebd427,2556-3652,2760,female,en,mirror_crack,Bobby,second,crack,"""Sophia.""",Sophia,
121,114252,12/21/22 7:43,f9846674-7f51-4f0b-96f1-711c79ebd427,2556-3652,2760,female,en,mirror_crack,Bobby,second,made,"""Sophia... wait no... Bobby""",Bobby,
121,114252,12/21/22 7:43,f9846674-7f51-4f0b-96f1-711c79ebd427,2556-3652,2760,female,en,fence_break,Suzy,first,made,"""Suzy.""",Suzy,
121,114252,12/21/22 7:43,f9846674-7f51-4f0b-96f1-711c79ebd427,2556-3652,2760,female,en,fence_break,Suzy,first,break,"""Andy.""",Andy,
122,114339,12/22/22 13:03,ee64b3a3-a490-44e2-9339-cc978db08e37,2556-3652,3120,male,en,mirror_crack,Sophia,first,made,"""Bobby.""",Bobby,
122,114339,12/22/22 13:03,ee64b3a3-a490-44e2-9339-cc978db08e37,2556-3652,3120,male,en,mirror_crack,Sophia,first,crack,"""Bobby.""",Bobby,
122,114339,12/22/22 13:03,ee64b3a3-a490-44e2-9339-cc978db08e37,2556-3652,3120,male,en,fence_break,Andy,second,break,"""Suzy.""",Suzy,
122,114339,12/22/22 13:03,ee64b3a3-a490-44e2-9339-cc978db08e37,2556-3652,3120,male,en,fence_break,Andy,second,made,"""Andy.""",Andy,
123,114349,12/22/22 15:23,4df8d7a1-d738-44e2-b91d-cd0c510edf55,2556-3652,3420,male,en cjy,mirror_crack,Bobby,second,crack,"""Sophia.""",Sophia,
123,114349,12/22/22 15:23,4df8d7a1-d738-44e2-b91d-cd0c510edf55,2556-3652,3420,male,en cjy,mirror_crack,Bobby,second,made,"""Sophia.""",Sophia,
123,114349,12/22/22 15:23,4df8d7a1-d738-44e2-b91d-cd0c510edf55,2556-3652,3420,male,en cjy,fence_break,Suzy,first,made,"""Suzy.""",Suzy,
123,114349,12/22/22 15:23,4df8d7a1-d738-44e2-b91d-cd0c510edf55,2556-3652,3420,male,en cjy,fence_break,Suzy,first,break,"""Andy.""",Andy,
124,114360,12/22/22 22:19,473e2a07-db0e-4678-93d1-e52357996d0d,2556-3652,3480,male,en,fence_break,Andy,first,made,"The person riding the bike, Andy.",Andy,
124,114360,12/22/22 22:19,473e2a07-db0e-4678-93d1-e52357996d0d,2556-3652,3480,male,en,fence_break,Andy,first,break,Andy.,Andy,
124,114360,12/22/22 22:19,473e2a07-db0e-4678-93d1-e52357996d0d,2556-3652,3480,male,en,mirror_crack,Sophia,second,crack,Bobby.,Bobby,
124,114360,12/22/22 22:19,473e2a07-db0e-4678-93d1-e52357996d0d,2556-3652,3480,male,en,mirror_crack,Sophia,second,made,Bobby.,Bobby,
125,114372,12/23/22 10:33,eab8678c-2000-4618-9a9c-0d3c05e8c1f3,2556-3652,3120,male,en,fence_break,Suzy,first,made,"""Andy... actually Suzy because Suzy pushed Andy into the fence.""",Suzy,
125,114372,12/23/22 10:33,eab8678c-2000-4618-9a9c-0d3c05e8c1f3,2556-3652,3120,male,en,fence_break,Suzy,first,break,"""Andy."" ""Andy.""",Andy,
125,114372,12/23/22 10:33,eab8678c-2000-4618-9a9c-0d3c05e8c1f3,2556-3652,3120,male,en,mirror_crack,Bobby,first,made,"""Bobby.""",Bobby,
125,114372,12/23/22 10:33,eab8678c-2000-4618-9a9c-0d3c05e8c1f3,2556-3652,3120,male,en,mirror_crack,Bobby,first,crack,"""Sophia.""",Sophia,
